StudyID;Series_ID;Species;Username;Date_created;Data_source_type;Source_year;DOI;Author;Journal;Class;Order;Family;Subspecies;Location;Country;Latitude;Longitude;Accurancy;Protected;System;Units;Method;Year_start;Year_end;Primary_threat;Type of disturbance;Threat_start;Threat_end;Recurrence;Secondary_threat;Type of disturbance;Threat_start;Threat_end;Recurrence;Tertiary_threat;Type of disturbance;Threat_start;Threat_end;Recurrence;Fourth_threat;Type of disturbance;Threat_start;Threat_end;Recurrence;Fifth_threat;Type of disturbance;Threat_start;Threat_end;Recurrence;
137;137.6;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5686;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Conquezuela, Soria;Spain;41,200,962;-2,576,435;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.61;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5687;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Esteras de Medinaceli, Soria;Spain;41,106,644;-2,443,105;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.62;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5688;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Layna Obetago, Soria;Spain;41,098,845;-2,304,228;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.63;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5689;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Miño Medinaceli, Soria;Spain;41,191,044;-252,141;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.64;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5690;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Miño Yelo, Soria;Spain;41,201,418;-2,518,673;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.65;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5691;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Radona, Soria;Spain;41,270,556;-2,45;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.66;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5692;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Sierra Ministra, Soria;Spain;41,116,667;-2,483,333;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.67;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5693;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Taroda, Soria;Spain;41,347,781;-2,435,052;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.68;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5694;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Medinaceli-Yuba, Soria;Spain;41,223,466;-2,411,244;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.69;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5695;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Cascante del Rio-Cerro del Villarejo, Teruel;Spain;40,520,523;-1,795,944;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.7;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5633;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Sierra de Gador-La Campita, Almería;Spain;36,881,786;-2,546,722;Town;Yes;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.7;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5696;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Teruel-Zona1 (Molinos), Teruel;Spain;40,819,776;-450,043;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.71;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5697;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Teruel-Zona2 (Molinos), Teruel;Spain;40,819,776;-450,043;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.72;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5698;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Teruel-Zona3 (Molinos), Teruel;Spain;40,819,776;-450,043;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.73;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5699;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Teruel-Zona4 (Molinos), Teruel;Spain;40,819,776;-450,043;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.74;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5700;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Teruel-Zona5 (Hoya de Ejulve), Teruel;Spain;40,712,500;-499;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.75;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5701;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Vega de Quero, Toledo;Spain;39,508,056;-3,246,944;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.76;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5702;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Hontanar, Valencia;Spain;39,942,407;-1,022,057;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.77;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5703;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Tovedas, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.78;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5704;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Losar1, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.79;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5705;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Losar3, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.8;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5634;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Sierra de Gador-Llano de Canjayar, Almería;Spain;37,009,700;-273,968;Town;Yes;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.8;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5706;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Cerrillo1, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.81;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5707;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Pinar1, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.82;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5708;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Pinar2, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.83;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5709;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Ademuz-Pinar3, Valencia;Spain;39,955,300;-102,789;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.84;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5710;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Almaraz de Duero, Zamora;Spain;41,466,667;-5,916,667;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.85;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5711;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Arribes del Duero-Cozcurrita, Zamora;Spain;41,443,194;-6,282,711;Region;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.86;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5712;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Carbajales de Alba-Sierra de Contadores, Zamora;Spain;41,652,279;-5,996,715;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.87;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5713;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Donadillo, Zamora;Spain;42,092,600;-632,782;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.88;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5714;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Tabara-La Jareta, Zamora;Spain;40,191,563;-6,173,326;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.89;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5715;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Vegalatrave-Losacio, Zamora;Spain;41,710,951;-604,697;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.9;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5635;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Sierra de Gador-Llano de la Mota, Almería;Spain;36,894,444;-2,786,666,667;Town;Yes;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.9;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5716;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Belchite-La Lomaza, Zaragoza;Spain;41,306,944;-755,847;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.91;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5717;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Osera-Saso, Zaragoza;Spain;41,591,158;-618,688;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137.92;Chersophilus duponti;Monica;;Journal;2018;10.7717/peerj.5718;Gomez-Catasus et al.;PeerJ;Aves;Passeriformes;Alaudidae;;Rueda de Jalon, Zaragoza;Spain;41,633,103;-1,274,734;Town;;Terrestrial;population size index(counts of males in breeding season);Transect/ territory mapping;2004;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
139;139.1;Engraulis encrasicolus;Andrea;26/4/22;Journal;2019;10.3354/meps12562;de Carvalho-Souza et al.;Marine Ecology Progress Series;Actinopterygii;Clupeiformes;Engraulidae;early stages (postlarvae and juveniles);Bonanza_water mass I_ebb tide (25,5 salinity);Spain;3.685.296;-635.586;Approx;No;Freshwater;Abundance (ind./m3);nets sampling (passive tidal-powered haul, first 2 h of each tide);1997;2015;Freshwater discharges;press;;;recurrent;;;;;;;;;;;;;;;;;;;;;
139;139.2;Engraulis encrasicolus;Andrea;26/4/22;Journal;2019;10.3354/meps12562;de Carvalho-Souza et al.;Marine Ecology Progress Series;Actinopterygii;Clupeiformes;Engraulidae;early stages (postlarvae and juveniles);Bonanza_water mass II_flood tide (12,6 salinity);Spain;3.685.296;-635.586;Approx;No;Freshwater;Abundance (ind./m3);nets sampling (passive tidal-powered haul, first 2 h of each tide);1997;2015;Freshwater discharges;press;;;recurrent;;;;;;;;;;;;;;;;;;;;;
139;139.3;Engraulis encrasicolus;Andrea;26/4/22;Journal;2019;10.3354/meps12562;de Carvalho-Souza et al.;Marine Ecology Progress Series;Actinopterygii;Clupeiformes;Engraulidae;early stages (postlarvae and juveniles);Tarfía_water mass III_ebb tide (6,6 salinity);Spain;3.695.562;-618.094;Approx;No;Freshwater;Abundance (ind./m3);nets sampling (passive tidal-powered haul, first 2 h of each tide);1997;2015;Freshwater discharges;press;;;recurrent;;;;;;;;;;;;;;;;;;;;;
139;139.4;Engraulis encrasicolus;Andrea;26/4/22;Journal;2019;10.3354/meps12562;de Carvalho-Souza et al.;Marine Ecology Progress Series;Actinopterygii;Clupeiformes;Engraulidae;early stages (postlarvae and juveniles);Tarfía_water mass III_flood tide (3,4 salinity);Spain;3.695.562;-618.094;Approx;No;Freshwater;Abundance (ind./m3);nets sampling (passive tidal-powered haul, first 2 h of each tide);1997;2015;Freshwater discharges;press;;;recurrent;;;;;;;;;;;;;;;;;;;;;
152;152.1;Fulica spp.;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Gruiformes;Rallidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.2;Oxyura leucocephala;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Anseriformes;Anatidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.3;Aythya ferina;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Anseriformes;Anatidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.4;Netta rufina;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Anseriformes;Anatidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.5;Anas strepera;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Anseriformes;Anatidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.6;Tachybaptus ruficollis;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Anseriformes;Anatidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.7;Phoenicopterus ruber;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Phoenicopteriformes;Phoenicopteridae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
152;152.8;Podiceps nigricollis;Pol;29/4/22;Journal;2017;10.1016/j.biocon.2017.06.002;Maceda-Veiga et al;Biological Conservation;Aves;Podicipediformes;Podicipedidae;;Medina lake;Spain;3.661.658;-604.682;Approx;Yes;Freshwater;Abundance;Fix point censuses;2001;2013;Invasive species;Pulse;2002;2011;;;;;;;;;;;;;;;;;;;;;;
169;169_01;Alectoris rufa;Eneko Aspillaga;14/2/22;Journal;2017;10.1007/s10344-017-1083-8;Sánchex-García et al.;European Journal of Wildlife Research;Aves;Galliformes;Phasianidae;;Finca de Matallana (Valladolid);Spain;4.190.833;-486.667;Approx;No;Terrestrial;Density (ind/km2);Censuses in itineraries, Kelker method for density estimation;1995;2006;Habitat loss and agricultural intensification;press;;;;;;;;;;;;;;;;;;;;;;;;
169;169_02;Oryctolagus cuniculus;Eneko Aspillaga;14/2/22;Journal;2017;10.1007/s10344-017-1083-8;Sánchex-García et al.;European Journal of Wildlife Research;Mammalia;Lagomorpha;Leporidae;;Finca de Matallana (Valladolid);Spain;4.190.833;-486.667;Approx;No;Terrestrial;Density (ind/km2);Censuses in itineraries, Kelker method for density estimation;1995;2006;;;;;;;;;;;;;;;;;;;;;;;;;;
169;169_03;Lepus granatensis;Eneko Aspillaga;14/2/22;Journal;2017;10.1007/s10344-017-1083-8;Sánchex-García et al.;European Journal of Wildlife Research;Mammalia;Lagomorpha;Leporidae;;Finca de Matallana (Valladolid);Spain;4.190.833;-486.667;Approx;No;Terrestrial;Density (ind/km2);Censuses in itineraries, Kelker method for density estimation;1995;2006;;;;;;;;;;;;;;;;;;;;;;;;;;
170;170.1;Lepus granatensis;Roberto Rodriguez;2/2/22;Journal;2016;https://doi.org/10.1111/1749-4877.12212;Carro and Soriguer;Integrative Zoology;Mammalia;Lagomorpha;Leporidae;;Doñana National Park - Ecotone;Spain;369.475;-63.586;Exact;Yes;Terrestrial;Kilometer abundance index (KAI);Line transects;1995;2012;Climate change;press;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
170;170.2;Lepus granatensis;Roberto Rodriguez;2/2/22;Journal;2016;https://doi.org/10.1111/1749-4877.12212;Carro and Soriguer;Integrative Zoology;Mammalia;Lagomorpha;Leporidae;;Doñana National Park - Marshland;Spain;369.475;-63.586;Exact;Yes;Terrestrial;Kilometer abundance index (KAI);Line transects;1995;2012;Climate change;press;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
173;173.1;Apodemus sylvaticus;robertoP;3/2/22;Journal;2017;10.1093/cz/zow109;;Current Zoology;Mammalia;Rodentia;Muridae;;Doñana;Spain;369.475;-6.36;exact;Yes;Terrestrial;CPUE;traps;1979;2015;Climate change;Press;;;;;;;;;;;;;;;;;;;;;;;;
173;173.2;Mus spretus;robertoP;3/2/22;Journal;2017;10.1093/cz/zow118;;Current Zoology;Mammalia;Rodentia;Muridae;;Doñana;Spain;369.475;-6.36;exact;Yes;Terrestrial;CPUE;traps;1979;2015;Climate change;Press;;;;;;;;;;;;;;;;;;;;;;;;
173;173.3;Eliomys quercinus;robertoP;3/2/22;Journal;2017;10.1093/cz/zow127;;Current Zoology;Mammalia;Rodentia;Gliridae;;Doñana;Spain;369,475;-6,36;exact;Yes;Terrestrial;CPUE;traps;1979;2015;Climate change;Press;;;;;;;;;;;;;;;;;;;;;;;;
173;173.4;Crocidura russula;robertoP;3/2/22;Journal;2017;10.1093/cz/zow136;;Current Zoology;Mammalia;Eulipotyphla;Soricidae;;Doñana;Spain;369,475;-6,36;exact;Yes;Terrestrial;CPUE;traps;1979;2015;Climate change;Press;;;;;;;;;;;;;;;;;;;;;;;;
176;176_01;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Laguna de Pitillas;Spain;4.240.969;-158.744;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_02;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Laguna de Dos Reinos;Spain;4,233,030;-136,729;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_03;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Embalse de Las Cañas;Spain;4,248,353;-240,42;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_04;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Laguna del Juncal;Spain;4,251,669;-171,29;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_05;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Balsa de Rada;Spain;4,230,467;-158,124;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_06;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Badina de Escudera;Spain;4,227,211;-171,777;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_07;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Carrizal de Valdelafuente;Spain;4,213,495;-166,746;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;1999;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_08;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Figarol Rice Paddies;Spain;4,234,134;-136,856;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;2012;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
176;176_09;Zapornia pusilla;Eneko Aspillaga;12/1/22;Journal;2017;http://www.ornitologia.org/ca/queoferim/divulgacio/publicacions/rco_pdf_2017_16_06.html;Lekuona et al.;Revista Catalana d'Ornitologia;Aves;Gruiformes;Rallidae;;Arguedas Rice Paddies;Spain;4,216,484;-159,891;Approx;No;Freshwater;Total breeding pairs;Censuses (direct counts and direct calls=;2012;2016;Changes in water levels due to heavy rains;puntual;2005;2015;7;Changes in water levels due to droughts;Puntual;2002;2013;3;;;;;;;;;;;;;;;;
177;177.1;Micromesistius poutassou;Roberto Rodriguez;2/2/22;Journal;2017;https://doi.org/10.1051/alr/2017019;Gonçalves et al.;Aquatic Living Resources;Actinopterygii;Gadiformes;Gadidae;;Portuguese coast;Portugal;39;-9,5;Region;;Marine;Abundance (number per hours);Bottom trawl surveys;1998;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
181;181.1;Testudo graeca;Amalia;1/11/21;Journal;2016;10.1111/jzo.12379;Rodriguez-Caro et al.;Journal of Zoology;Reptilia;Tetudines;Testudinidae;;Murcia;Spain;37.438;-15.045;Approx;No;Terrestrial;Abundance;Capture/recapture spring;1999;2013;Destruction of natural habitats;Fire;;;;;;;;;;;;;;;;;;;;;;;;
